1185 1.2443e-06
1195 1.07873e-06
1205 1.20043e-06
1215 3.07501e-07
1225 1.64303e-06
1235 3.17855e-06
1245 4.38365e-06
1255 5.30521e-06
1265 5.74483e-06
1275 7.0755e-06
1285 8.03069e-06
1295 9.79249e-06
1305 1.02967e-05
1315 1.2918e-05
1325 1.35048e-05
1335 1.51142e-05
1345 1.78864e-05
1355 2.09034e-05
1365 2.24874e-05
1375 2.4427e-05
1385 2.69926e-05
1395 3.05044e-05
1405 3.72874e-05
1415 4.25752e-05
1425 4.9321e-05
1435 5.89531e-05
1442 7.64154e-05
1447 6.8722e-05
1455 8.1005e-05
1465 0.000104524
1475 0.000119736
1485 0.000129199
1495 0.000169788
1505 0.000208241
1512 0.000157298
1517 0.000202081
1525 0.000496511
1535 0.000832173
1545 0.000683682
1555 0.00114656
1565 0.00107963
1575 0.00205557
1585 0.00250746
1595 0.00294374
1605 0.00315666
1615 0.00347091
1625 0.00391648
1635 0.00461275
1645 0.00657172
1655 0.00424379
1665 0.0076288
1672 0.00535096
1677 0.0203208
1685 0.0229435
1695 0.028711
1705 0.0309789
1715 0.0295798
1725 0.0380219
1735 0.0456252
1745 0.0629578
1755 0.0857032
1765 0.0794956
1775 0.0873824
1785 0.115316
1795 0.142213
1805 0.149708
1815 0.139515
1825 0.177005
1835 0.185081
1845 0.141402
1855 0.205921
1865 0.245095
1875 0.264666
1885 0.284581
1895 0.373148
1905 0.363435
1915 0.406511
1925 0.406091
1935 0.289586
1945 0.533964
1955 0.560946
1967 0.730144
1976 0.691795
1984 0.830381
1995 0.86656
2005 0.845805
2015 0.930381
2025 0.759579
2035 1.05557
2045 1.22397
2055 1.26128
2065 1.26043
2074 1.37571
2078 4.23464
2085 5.90474
2095 5.40002
2105 5.40663
2115 6.47738
2125 5.65144
2135 5.64814
2145 7.70805
2155 7.25097
2165 6.19578
2175 6.10002
2185 9.04673
2195 8.41324
2205 8.509
2215 6.0821
2225 8.10758
2235 11.9043
2245 11.3496
2255 8.09579
2265 6.79106
2275 7.55711
2285 12.4647
2295 9.43542
2305 12.4817
2315 10.0769
2325 8.59154
2335 7.48211
2345 4.59483
2355 9.92598
2365 5.4887
2375 7.36512
2385 4.29676
